car,price,body,mileage,engV,engType,registration,year,model,drive
Opel,12400,van,214,2.0,Diesel,yes,2008,Vivaro ����.,front
Toyota,52500,crossover,43,3.0,Other,yes,2014,Land Cruiser Prado,full
Opel,2200,sedan,200,2.0,Gas,yes,1992,Vectra A,front
Audi,9800,vagon,253,1.9,Diesel,yes,2002,A6,front
Volkswagen,13000,crossover,235,3.2,Gas,yes,2005,Touareg,full
Daewoo,2199,sedan,230,10.0,Gas,yes,1997,Nexia,front
Mazda,2900,sedan,375,1.8,Petrol,yes,1995,626,front
Subaru,10500,vagon,196,2.5,Petrol,yes,2006,Forester,full
Audi,47000,crossover,64,3.0,Diesel,yes,2013,Q7,full
Volkswagen,51900,crossover,30,3.0,Diesel,yes,2015,Touareg,full
BMW,3700,sedan,305,1.9,Petrol,no,2000,318,rear
Skoda,11200,vagon,169,1.6,Diesel,yes,2011,Octavia,front
Toyota,13000,crossover,149,2.0,Petrol,yes,2006,Rav 4,full
Audi,16800,sedan,47,1.2,Petrol,yes,2013,A3,front
Hyundai,6999,sedan,95,1.4,Gas,yes,2009,Accent,front
Subaru,4700,sedan,164,2.0,Petrol,yes,1998,Legacy,full
Mercedes-Benz,2400,sedan,1,2.0,Petrol,no,2001,C-Class,rear
Toyota,14300,sedan,71,2.4,Petrol,yes,2008,Camry,front
Mercedes-Benz,39900,hatch,2,,Other,yes,2015,B-Class Electric Drive,front
VAZ,1150,sedan,1,1.3,Petrol,yes,1989,2107,rear
Mitsubishi,12300,other,175,2.5,Diesel,yes,2008,L 200,full
BMW,37200,other,115,3.0,Diesel,yes,2011,X5,full
Chevrolet,6100,sedan,160,1.6,Petrol,yes,2006,Lacetti,front
Peugeot,5700,hatch,250,1.4,Gas,yes,2008,207,front
Opel,2800,vagon,241,2.2,Gas,no,2002,Omega,rear
Nissan,3600,sedan,310,2.0,Diesel,yes,1994,Primera,front
Mercedes-Benz,7450,sedan,300,2.0,Gas,yes,2000,C-Class,rear
Toyota,22900,sedan,84,2.5,Petrol,yes,2012,Camry,front
Chevrolet,6200,hatch,70,1.6,Petrol,yes,2009,Lacetti,front
Mercedes-Benz,50900,crossover,85,3.0,Diesel,yes,2013,ML 350,full
Mercedes-Benz,7999,van,255,2.2,Diesel,yes,2004,Vito ����.,front
Mercedes-Benz,2700,sedan,121,2.5,Diesel,yes,1986,E-Class,rear
BMW,8900,sedan,250,2.5,Diesel,yes,2001,525,rear
Volkswagen,6700,other,207,1.9,Diesel,yes,2004,Caddy ����.,front
Dodge,81000,other,1,3.0,Diesel,yes,2016,RAM,full
Mazda,6800,hatch,208,2.0,Petrol,yes,2003,6,front
Audi,4600,vagon,242,99.99,Diesel,no,2004,A6,front
Nissan,16500,sedan,87,2.5,Petrol,yes,2013,Teana,front
Opel,11200,van,180,2.0,Diesel,yes,2012,Vivaro ����.,front
VAZ,3650,vagon,145,1.6,Gas,yes,2006,2111,
Renault,10500,van,67,1.6,Petrol,yes,2012,Scenic,front
Audi,29000,vagon,213,3.0,Diesel,yes,2010,A6 Allroad,full
Toyota,14900,other,175,3.5,Gas,yes,2008,Camry,front
Peugeot,9900,hatch,63,1.6,Diesel,yes,2012,308,
Volkswagen,6300,vagon,132,2.8,Gas,yes,1995,Passat B4,front
Porsche,23999,crossover,119,4.8,Petrol,yes,2008,Cayenne,full
Skoda,11500,vagon,85,1.4,Petrol,yes,2011,Octavia A5,front
BMW,1700,sedan,200,2.0,Diesel,no,2003,320,rear
Volkswagen,10700,van,274,2.5,Diesel,yes,2001,T4 (Transporter) ����.,front
VAZ,1900,hatch,40,1.5,Petrol,yes,1990,2109,front
BMW,32500,sedan,131,2.0,Diesel,yes,2010,520,rear
Audi,23000,crossover,167,3.6,Petrol,yes,2008,Q7,full
Subaru,10999,vagon,178,2.0,Petrol,yes,2007,Forester,full
BMW,32900,crossover,90,3.0,Petrol,yes,2008,X6,full
BMW,4999,sedan,327,3.0,Diesel,no,2001,730,rear
Nissan,7600,sedan,135,1.6,Petrol,yes,2008,TIIDA,front
Volkswagen,2700,hatch,300,1.9,Diesel,no,2000,Golf IV,front
Subaru,9700,crossover,230,2.5,Gas,yes,2006,Forester,full
Mitsubishi,3500,sedan,300,2.0,Diesel,yes,1996,Galant,front
Nissan,10500,hatch,53,1.2,Petrol,yes,2013,Micra,front
Opel,9000,other,156,2.0,Diesel,yes,2007,Vivaro ����.,front
Chevrolet,5800,crossover,130,1.7,Gas,yes,2005,Niva,full
Land Rover,3300,crossover,350,2.5,Diesel,no,1995,Discovery,full
Audi,44000,hatch,1,1.4,Petrol,yes,2016,A5,
Audi,30900,hatch,195,3.0,Diesel,yes,2010,A5,full
Land Rover,40900,crossover,90,3.6,Diesel,yes,2011,Range Rover Sport,full
Mercedes-Benz,20500,sedan,222,5.5,Petrol,yes,2006,S 500,rear
Mazda,9300,hatch,130,,Other,yes,2008,3,
Opel,4500,sedan,369,2.0,Gas,yes,1995,Omega,rear
Mercedes-Benz,10999,other,269,2.2,Diesel,yes,2006,Sprinter 313 ����.,rear
Hyundai,6900,crossover,105,1.6,Petrol,yes,2009,Accent,front
Nissan,15000,crossover,46,1.6,Petrol,yes,2013,Juke,front
Opel,3399,sedan,295,2.0,Gas,yes,1994,Omega,rear
Ford,1300,sedan,250,1.6,Petrol,yes,1988,Escort,rear
BMW,10999,other,162,2.2,Petrol,yes,2002,320,rear
Fiat,6999,van,156,1.6,Diesel,yes,2011,Doblo ����.,front
Opel,7300,vagon,280,2.5,Diesel,yes,2003,Omega,rear
Volkswagen,8900,van,167,2.0,Gas,yes,2011,Caddy ����.,front
Peugeot,13800,crossover,97,1.6,Diesel,yes,2011,3008,front
BMW,4700,sedan,200,,Petrol,yes,1996,316,rear
Mercedes-Benz,25700,crossover,130,4.7,Gas,yes,2008,GL 450,full
ZAZ,400,sedan,20,,Petrol,yes,1990,968,rear
Peugeot,3900,van,220,1.9,Diesel,yes,2007,Partner ����.,
Hyundai,18500,crossover,72,2.0,Gas,yes,2011,IX35,full
Volkswagen,12900,van,176,2.5,Diesel,yes,2008,T5 (Transporter) ����.,front
Opel,4500,sedan,336,2.0,Gas,yes,1998,Omega,rear
Peugeot,26000,sedan,6,2.0,Diesel,yes,2014,508,
Fiat,5800,van,260,1.9,Diesel,yes,2008,Doblo ����.,front
BMW,10900,sedan,245,3.0,Diesel,yes,2003,530,rear
Jeep,27500,crossover,250,3.0,Diesel,yes,2012,Grand Cherokee,full
Lexus,15300,crossover,162,3.3,Petrol,yes,2006,RX 330,full
Toyota,8200,crossover,212,2.0,Gas,yes,2003,Rav 4,full
Volkswagen,12650,van,167,2.0,Diesel,yes,2011,T5 (Transporter) ����,front
Chevrolet,28950,sedan,24,1.4,Other,yes,2013,Volt,front
Mercedes-Benz,5000,other,200,2.0,Petrol,yes,1998,CLK 200,rear
Volkswagen,7300,sedan,125,1.6,Petrol,yes,2005,Golf Plus,front
Renault,9000,vagon,179,1.5,Diesel,yes,2010,Megane,front
Mercedes-Benz,7000,other,170,2.2,Petrol,no,2001,CLK 220,rear
Mazda,10500,sedan,100,1.6,Gas,yes,2009,3,front
BMW,47000,other,5,2.0,Petrol,yes,2014,Z4,rear
Toyota,11700,crossover,126,2.4,Gas,yes,2008,Rav 4,full
Nissan,9100,van,93,2.0,Diesel,yes,2013,Primastar ����.,front
Ford,15500,hatch,27,,Other,yes,2012,Focus Electric,front
Toyota,25500,sedan,58,2.5,Petrol,yes,2015,Camry,front
Kia,9700,hatch,67,1.6,Petrol,yes,2011,Soul,front
Skoda,17000,crossover,32,1.8,Petrol,yes,2013,Yeti,full
Honda,41000,crossover,0,1.6,Diesel,yes,2016,CR-V,full
VAZ,3100,sedan,187,1.6,Petrol,yes,2007,21099,front
ZAZ,815,vagon,111,1.2,Gas,yes,2003,1102 ������,front
GAZ,500,sedan,239,2.0,Other,yes,1961,21,rear
Land Rover,78900,crossover,0,3.0,Diesel,yes,2015,Range Rover Sport,full
Nissan,17000,crossover,51,2.5,Petrol,yes,2011,X-Trail,full
BMW,24999,vagon,24,2.0,Petrol,yes,2012,X1,rear
Toyota,31000,crossover,86,2.2,Diesel,yes,2014,Rav 4,full
Volkswagen,7600,hatch,225,1.4,Petrol,yes,2004,Golf V,front
Renault,10100,vagon,190,2.0,Diesel,yes,2012,Trafic ����.,front
Volkswagen,4999,hatch,300,1.9,Diesel,yes,1999,Golf IV,front
Renault,4900,van,472,2.5,Diesel,yes,2000,Master ����.,front
Ford,68900,other,1,5.0,Petrol,yes,2016,Mustang GT,rear
Bentley,55000,sedan,100,6.0,Petrol,yes,2006,Continental,full
Mitsubishi,8500,other,135,1.5,Gas,yes,2008,Lancer X,
Seat,17600,hatch,28,1.4,Petrol,yes,2014,Leon,front
BMW,4100,sedan,26,3.0,Diesel,no,2001,530,rear
BMW,15000,sedan,137,2.2,Petrol,yes,2004,520,rear
Chevrolet,19200,hatch,54,1.4,Other,yes,2012,Volt,front
Lexus,14200,sedan,130,3.0,Petrol,yes,2008,IS 300,rear
Kia,22000,crossover,75,2.4,Gas,yes,2011,Sorento,full
Renault,13000,hatch,75,2.0,Petrol,yes,2013,Megane,front
Nissan,14673,hatch,34,,Other,yes,2013,Leaf,front
Mercedes-Benz,23500,van,170,2.2,Diesel,yes,2011,Vito ����.,rear
Opel,4700,hatch,233,1.4,Petrol,yes,1999,Astra G,front
Skoda,15800,sedan,39,1.8,Petrol,yes,2013,Octavia A5,front
Daewoo,2700,sedan,158,1.3,Gas,yes,2005,Sens,front
GAZ,1700,van,180,2.46,Petrol,yes,2000,32213,rear
BMW,11800,crossover,210,3.0,Diesel,no,2006,X5,full
Audi,11115,hatch,150,1.6,Petrol,yes,2008,A3,front
Renault,8300,van,177,1.5,Diesel,yes,2007,Grand Scenic,front
Hyundai,11990,sedan,36,1.4,Petrol,yes,2013,Accent,front
VAZ,3700,sedan,104,1.5,Gas,yes,2008,2115,front
Lexus,47500,crossover,4,2.7,Petrol,yes,2015,RX 270,front
BMW,19999,crossover,227,3.0,Diesel,yes,2006,X5,full
Porsche,69900,crossover,40,3.0,Petrol,yes,2013,Panamera,rear
Volkswagen,24000,sedan,3,1.6,Diesel,yes,2016,Jetta,front
ZAZ,1296,hatch,300,1.1,Gas,yes,1998,1102 ������,front
Audi,7500,vagon,240,2.0,Petrol,yes,2002,A4,front
Audi,17500,sedan,94,1.8,Petrol,yes,2008,A4,front
Renault,8300,van,217,1.9,Diesel,yes,2004,Trafic ����.,front
BMW,2800,sedan,300,1.8,Other,yes,1987,318,rear
Nissan,7900,vagon,133,1.8,Gas,yes,2006,Primera,front
Volkswagen,10000,van,220,1.9,Diesel,yes,2008,Caddy ����.,front
Skoda,6300,hatch,157,,Other,yes,2007,Fabia,
Hyundai,9650,crossover,170,2.0,Diesel,yes,2006,Tucson,full
Land Rover,55000,crossover,75,3.0,Diesel,yes,2013,Range Rover Sport,full
Toyota,33333,vagon,73,4.0,Gas,yes,2009,FJ Cruiser,full
Porsche,45900,crossover,54,3.6,Petrol,yes,2011,Cayenne,full
VAZ,4200,hatch,73,1.6,Petrol,yes,2010,2114,front
MINI,23950,hatch,70,1.6,Petrol,yes,2012,Countryman,full
Mitsubishi,7000,sedan,180,1.6,Gas,yes,2004,Lancer,front
BMW,12800,sedan,194,4.4,Gas,yes,2002,745,rear
Volkswagen,2200,sedan,180,1.9,Diesel,no,2003,Passat B5,front
Audi,2600,vagon,253,1.8,Gas,no,1997,A4,full
BMW,4300,other,280,2.5,Petrol,yes,1985,325,rear
Chevrolet,4800,crossover,320,,Gas,yes,2004,Niva,full
VAZ,1600,sedan,1,,Petrol,yes,1985,2106,rear
Fiat,8900,van,106,,Gas,yes,2013,Doblo ����.,front
Volkswagen,6000,van,180,2.0,Diesel,yes,2008,Caddy ����.,front
Fiat,8000,hatch,125,1.2,Petrol,yes,2010,500,front
Volkswagen,8950,sedan,133,1.6,Petrol,yes,2012,Polo,front
Toyota,12750,hatch,164,1.4,Diesel,yes,2012,Auris,front
Skoda,10900,sedan,167,1.2,Petrol,yes,2011,Octavia A5,front
Toyota,12500,sedan,110,2.4,Gas,yes,2007,Camry,front
Ford,12900,hatch,35,1.0,Petrol,yes,2014,Fiesta,front
Suzuki,6999,hatch,92,1.3,Petrol,yes,2007,Swift,front
Daewoo,2750,sedan,147,1.3,Petrol,yes,2003,Sens,front
Renault,5600,vagon,151,1.5,Diesel,yes,2006,Kangoo ����.,front
Audi,7200,sedan,300,,Gas,yes,1999,A6,
Skoda,12200,vagon,150,1.8,Petrol,yes,2012,Octavia A5,front
BMW,17500,sedan,102,2.0,Petrol,yes,2011,320,rear
Nissan,16800,crossover,70,2.0,Petrol,yes,2013,Qashqai,
Skoda,2650,sedan,220,1.9,Diesel,no,2004,Octavia,front
BMW,85555,sedan,10,3.0,Other,yes,2015,6 Series Gran Coupe,full
Chrysler,8000,other,96,3.2,Petrol,no,2004,Crossfire,front
BMW,15000,vagon,245,3.0,Gas,yes,2006,530,full
Peugeot,12800,hatch,56,1.6,Diesel,yes,2013,308,front
Toyota,11300,sedan,260,3.5,Gas,yes,2007,Camry,rear
�UAZ,1500,crossover,31,,Petrol,yes,1987,969�,full
VAZ,3100,sedan,170,1.5,Gas,yes,2007,21099,front
Mercedes-Benz,9900,sedan,275,2.2,Other,yes,2005,E-Class,rear
Opel,2800,sedan,254,2.0,Petrol,yes,1990,Omega,rear
Ford,40000,crossover,12,3.5,Other,yes,2014,Explorer,full
Honda,9300,sedan,116,2.0,Petrol,yes,2006,Accord,front
Dacia,6800,vagon,150,1.6,Petrol,yes,2007,Logan,front
Mazda,12900,sedan,80,1.6,Gas,yes,2013,3,front
Skoda,18500,sedan,68,1.8,Petrol,yes,2013,Octavia A7,front
Opel,1950,vagon,240,2.0,Diesel,no,2001,Vectra B,front
Lincoln,9500,sedan,85,5.0,Gas,yes,1981,Town Car,rear
VAZ,3499,sedan,137,1.6,Gas,yes,2007,2110,front
Mercedes-Benz,8300,sedan,175,3.2,Diesel,no,2006,E-Class,rear
Chevrolet,18500,sedan,51,2.4,Gas,yes,2012,Malibu,front
Daewoo,3500,hatch,65,0.8,Petrol,yes,2007,Matiz,front
VAZ,1000,sedan,200,1.6,Petrol,yes,1978,2106,rear
Mitsubishi,8260,sedan,65,1.5,Petrol,yes,2011,Lancer,front
Nissan,2100,sedan,380,3.0,Gas,yes,1991,Maxima,front
Lexus,2800,sedan,227,2.0,Diesel,no,2000,IS 200,front
BMW,2299,sedan,200,1.8,Petrol,no,1999,318,front
BMW,44999,crossover,87,3.0,Diesel,yes,2011,X6,full
MINI,32444,hatch,1,1.5,Petrol,yes,2016,Cooper,rear
Lexus,5500,sedan,250,4.0,Gas,yes,1992,LS 400,rear
Citroen,5500,hatch,135,1.0,Petrol,yes,2007,C1,front
Mitsubishi,28500,crossover,0,2.0,Petrol,yes,2016,Outlander,full
Toyota,8500,vagon,200,2.0,Petrol,yes,1999,Vista,front
Renault,6650,vagon,227,1.5,Diesel,yes,2005,Megane,front
Mazda,28800,crossover,41,2.2,Diesel,yes,2014,CX-5,full
Kia,9500,sedan,53,1.4,Petrol,yes,2012,Rio,front
Mitsubishi,9950,crossover,275,3.5,Gas,yes,2000,Pajero Wagon,full
Jeep,19500,crossover,143,3.0,Diesel,yes,2008,Grand Cherokee,full
Great Wall,8000,crossover,100,2.2,Gas,yes,2008,Safe,full
Mitsubishi,17500,crossover,38,1.8,Petrol,yes,2012,ASX,front
Nissan,23500,crossover,154,2.49,Diesel,yes,2011,Murano,full
Mercedes-Benz,5990,sedan,400,2.0,Gas,yes,1998,E-Class,rear
BMW,45000,sedan,29,2.0,Diesel,yes,2016,520,rear
Mitsubishi,2199,hatch,400,1.8,Other,yes,1991,Galant,
Ford,8400,hatch,36,1.3,Petrol,yes,2012,Fiesta,front
Renault,6800,van,168,1.5,Diesel,yes,2012,Kangoo ����.,front
Mercedes-Benz,24900,sedan,97,1.8,Petrol,yes,2012,E-Class,rear
Opel,9700,hatch,52,1.4,Petrol,yes,2012,Astra J,front
Volkswagen,12000,sedan,152,1.8,Petrol,yes,2008,Passat B6,front
Skoda,10800,sedan,139,1.8,Petrol,yes,2008,Superb,front
Audi,33500,crossover,67,2.0,Petrol,yes,2011,Q5,full
Hyundai,23999,crossover,62,2.2,Diesel,yes,2012,Santa FE,full
VAZ,3750,sedan,74,1.6,Petrol,yes,2012,2170,front
Mazda,20000,sedan,24,1.5,Petrol,yes,2014,3,front
Skoda,12200,vagon,137,1.6,Other,yes,2010,Octavia A5,
Toyota,8500,hatch,93,1.6,Petrol,yes,2007,Auris,front
ZAZ,1600,hatch,170,1.1,Petrol,yes,1998,1102 ������,front
VAZ,1599,hatch,122,1.5,Other,yes,1992,2109,front
Renault,7500,van,200,2.2,Diesel,yes,2002,Espace,front
Opel,4900,hatch,194,1.6,Gas,yes,2002,Astra G,front
Renault,2750,hatch,186,22.0,Diesel,no,2005,Laguna,front
Daewoo,2700,sedan,145,1.5,Gas,yes,1997,Nexia,front
GAZ,2350,sedan,1,1.8,Petrol,yes,1969,21,
Chevrolet,5500,hatch,83,1.5,Petrol,yes,2009,Aveo,front
Skoda,11485,hatch,1,1.0,Petrol,yes,2015,Fabia,front
Porsche,79900,sedan,29,3.0,Petrol,yes,2014,Panamera,full
Chevrolet,5400,crossover,67,1.7,Petrol,yes,2006,Niva,full
Renault,7999,van,92,1.5,Diesel,yes,2013,Kangoo ����.,front
Kia,10650,van,180,2.9,Diesel,yes,2008,Carnival,front
Peugeot,6300,van,237,1.6,Diesel,yes,2007,Partner ����.,front
BMW,4300,sedan,240,2.5,Diesel,no,2002,525,rear
Volkswagen,3950,hatch,280,,Gas,yes,1996,Golf III,front
BMW,3100,sedan,315,2.5,Diesel,no,1998,525,rear
Land Rover,79500,crossover,40,5.0,Petrol,yes,2014,Range Rover Sport,full
Kia,4350,crossover,199,2.0,Gas,yes,1997,Sportage,full
Mitsubishi,2500,crossover,1,2.5,Diesel,yes,2007,L 200,full
Chevrolet,6000,crossover,203,1.7,Petrol,yes,2007,Niva,full
Ford,1600,sedan,250,2.0,Petrol,yes,1990,Scorpio,rear
Mercedes-Benz,22000,van,236,2.2,Diesel,yes,2012,Sprinter 313 ����.,rear
Citroen,7450,other,102,1.6,Diesel,yes,2011,Berlingo ����.,front
Mercedes-Benz,17999,other,38,2.0,Petrol,yes,2009,CLC 200,rear
BMW,18500,crossover,250,4.4,Gas,yes,2005,X5,full
ZAZ,2499,sedan,45,1.2,Gas,yes,2007,1103 �������,front
Citroen,9200,hatch,130,1.4,Gas,yes,2011,C3 Picasso,front
Nissan,10999,crossover,157,1.5,Diesel,yes,2008,Qashqai,front
Volkswagen,6500,sedan,320,1.9,Diesel,yes,2001,Passat B5,front
Ford,10900,hatch,53,1.0,Petrol,yes,2013,Focus,front
Opel,3999,van,230,1.7,Diesel,yes,1999,Combo ����.,front
Volkswagen,23500,crossover,48,2.0,Diesel,yes,2012,Tiguan,
Chevrolet,8000,sedan,93,2.0,Gas,yes,2008,Epica,front
Ford,1000,hatch,2,1.4,Petrol,yes,1985,Fiesta,front
Nissan,12850,hatch,30,,Other,yes,2011,Leaf,front
BMW,13000,sedan,193,3.6,Petrol,yes,2003,735,rear
Kia,18700,crossover,34,2.0,Gas,yes,2012,Sportage,full
Mitsubishi,12999,crossover,84,2.4,Petrol,yes,2009,Outlander XL,full
Renault,12350,sedan,64,2.0,Gas,yes,2011,Fluence,front
Skoda,5500,sedan,215,8.0,Petrol,yes,2002,Octavia,front
Ford,16200,crossover,84,2.5,Petrol,yes,2011,Kuga,full
Toyota,24000,sedan,51,2.5,Gas,yes,2014,Camry,front
Toyota,68500,van,1,3.5,Petrol,yes,2016,Sienna,full
Ford,9950,hatch,78,,Petrol,yes,2012,Fiesta,front
Renault,1550,vagon,235,2.0,Petrol,no,1998,Laguna,front
Mercedes-Benz,8500,van,281,2.2,Diesel,yes,2004,Vito ����.,rear
Audi,6800,sedan,225,2.4,Gas,yes,1998,A6,front
Volkswagen,13300,sedan,133,1.8,Petrol,yes,2008,Passat B6,front
Suzuki,11900,crossover,59,1.6,Petrol,yes,2014,SX4,front
Volkswagen,22500,crossover,151,3.0,Diesel,yes,2009,Touareg,full
Mazda,7200,sedan,127,1.6,Other,yes,2005,3,front
Audi,48000,crossover,75,3.0,Diesel,yes,2013,Q7,full
Nissan,14999,hatch,21,,Other,yes,2013,Leaf,front
Mercedes-Benz,6950,other,190,2.2,Diesel,yes,1999,Vito ����.,front
Toyota,30600,crossover,39,2.2,Diesel,yes,2014,Rav 4,full
Volkswagen,19500,sedan,128,1.8,Petrol,yes,2013,Passat B7,front
Mercedes-Benz,22000,crossover,225,3.5,Gas,yes,2007,ML 350,full
Peugeot,8500,van,180,1.6,Diesel,yes,2007,Expert ����.,
Renault,3600,van,199,1.9,Diesel,yes,2000,Kangoo ����.,front
Opel,20120,sedan,0,1.6,Diesel,yes,2016,Astra J,front
Nissan,11300,crossover,150,3.5,Gas,yes,2005,Murano,full
Skoda,4999,hatch,250,1.9,Other,no,2007,Octavia A5,front
Volkswagen,10700,hatch,60,1.4,Petrol,yes,2010,Polo,
Daewoo,4300,sedan,148,1.6,Gas,yes,2008,Lanos,front
Geely,3100,sedan,69,1.6,Petrol,yes,2010,CK1,
Mercedes-Benz,3300,sedan,330,2.0,Gas,yes,1988,190,rear
Ford,8600,hatch,36,1.0,Petrol,yes,2013,Fiesta,front
Volkswagen,9600,sedan,185,1.6,Gas,yes,2008,Jetta,front
Porsche,99999,crossover,1,2.99,Diesel,yes,2016,Cayenne,full
Daewoo,3300,sedan,175,1.5,Petrol,yes,2007,Lanos,front
Fiat,6000,hatch,145,1.6,Petrol,yes,2006,Grande Punto,front
Skoda,38680,sedan,0,1.8,Petrol,yes,2016,Superb,front
Audi,34500,sedan,71,2.8,Petrol,yes,2012,A6,full
Volkswagen,1550,sedan,161,1.8,Petrol,no,1994,Vento,front
Daewoo,3500,sedan,173,1.5,Petrol,yes,2006,Lanos,front
SsangYong,11000,crossover,200,2.7,Diesel,yes,2008,Rexton II,full
Mercedes-Benz,2300,sedan,300,3.0,Diesel,yes,1999,E-Class,rear
Audi,2350,vagon,250,,Diesel,no,2001,A6,front
Toyota,18990,crossover,95,2.0,Petrol,yes,2011,Rav 4,full
Lexus,23500,sedan,90,3.5,Petrol,yes,2010,GS 350,full
Mitsubishi,5999,van,258,,Diesel,yes,1999,L 400 ����.,rear
ZAZ,2300,hatch,208,1.2,Petrol,yes,2008,1103 �������,front
Toyota,8400,sedan,195,2.4,Gas,yes,2004,Camry,front
Renault,7900,van,300,1.9,Diesel,yes,2006,Trafic ����.,front
Nissan,12999,crossover,130,2.0,Petrol,yes,2008,Qashqai,full
Audi,11800,sedan,240,4.2,Gas,yes,2001,S8,full
Toyota,18600,hatch,73,1.6,Petrol,yes,2013,Auris,front
Volkswagen,1450,other,200,1.8,Gas,yes,1987,Jetta,front
Smart,3200,other,3,0.6,Petrol,yes,1999,Forfour,rear
Mercedes-Benz,12100,sedan,310,2.2,Diesel,yes,2005,E-Class,rear
Chevrolet,56000,other,1,2.0,Petrol,yes,2016,Camaro,rear
BMW,4550,sedan,200,2.8,Petrol,no,1997,528,rear
Infiniti,16300,sedan,86,3.5,Petrol,yes,2008,G35,full
Mitsubishi,7700,sedan,135,2.0,Gas,yes,2007,Lancer,front
Peugeot,7800,van,167,2.2,Diesel,yes,2008,Boxer ����.,front
Volkswagen,12999,van,250,1.9,Diesel,yes,2009,T5 (Transporter) ����.,front
Audi,32500,crossover,108,2.0,Diesel,yes,2012,Q5,full
Volkswagen,3000,vagon,275,1.9,Diesel,no,2001,Passat B5,front
Geely,8200,sedan,7,1.5,Petrol,yes,2014,Emgrand 7 (EC7),front
Audi,19999,vagon,160,2.0,Petrol,yes,2010,A4 Allroad,full
Volkswagen,9400,hatch,187,1.6,Petrol,yes,2008,Golf V,front
Subaru,29500,crossover,0,2.5,Petrol,yes,2015,Forester,full
Nissan,2100,hatch,170,2.2,Diesel,no,2001,Almera,front
Toyota,9800,sedan,123,,Petrol,yes,2008,Corolla,front
Mitsubishi,3149,hatch,330,2.0,Gas,yes,1993,Galant,front
Mercedes-Benz,109999,crossover,0,2.98,Diesel,yes,2016,GLS 350,full
Skoda,8300,sedan,190,1.8,Petrol,yes,2008,Octavia Tour,front
Toyota,12600,sedan,205,2.4,Gas,yes,2006,Camry,front
Peugeot,8300,vagon,135,2.0,Petrol,yes,2008,307,front
ZAZ,7898,sedan,3,1.5,Other,yes,2014,Vida,front
Volkswagen,3350,hatch,122,1.4,Petrol,yes,1993,Golf III,front
Infiniti,17999,crossover,150,3.5,Gas,yes,2007,FX 35,full
Mercedes-Benz,5400,sedan,285,2.2,Diesel,no,2002,220,rear
Mercedes-Benz,1350,sedan,360,2.5,Diesel,no,1989,E-Class,rear
Skoda,6800,hatch,153,1.4,Gas,yes,2008,Fabia,front
Peugeot,5850,van,248,2.0,Diesel,yes,2006,Partner ����.,front
Land Rover,21000,crossover,136,2.2,Diesel,yes,2010,Freelander,full
Skoda,8600,sedan,80,1.8,Gas,yes,2008,Octavia Tour,front
Hyundai,28500,crossover,0,2.0,Petrol,yes,2016,Tucson,full
Daewoo,2799,sedan,169,1.3,Petrol,yes,2004,Sens,front
Kia,12000,sedan,10,2.0,Petrol,yes,2009,Magentis,front
Chery,5800,crossover,85,2.0,Petrol,yes,2012,Tiggo,front
Mitsubishi,6666,sedan,162,,Petrol,yes,2007,Lancer,front
BMW,3500,sedan,313,2.5,Diesel,yes,1994,325,rear
Toyota,8800,crossover,205,2.0,Petrol,yes,2002,Rav 4,full
Volkswagen,11900,sedan,144,1.6,Gas,yes,2009,Jetta,front
Renault,999,sedan,430,2.0,Gas,yes,1988,25,front
Hyundai,15500,crossover,135,3.8,Gas,yes,2009,ix55 (Veracruz),full
Infiniti,42500,crossover,42,3.7,Petrol,yes,2013,FX 37,full
Aro,3600,crossover,43,1.4,Petrol,yes,1992,10,full
BMW,23500,crossover,74,2.0,Petrol,yes,2010,X1,rear
Nissan,21900,crossover,30,1.2,Petrol,yes,2015,Qashqai,front
Seat,7500,hatch,71,1.2,Petrol,yes,2010,Ibiza,front
Honda,12400,hatch,52,1.4,Other,yes,2012,Insight,front
Toyota,20800,sedan,49,3.5,Petrol,yes,2011,Camry,front
BMW,1950,sedan,162,1.6,Petrol,no,1995,316,rear
Honda,16200,sedan,90,2.4,Petrol,yes,2008,Accord,front
Land Rover,46800,crossover,51,2.2,Other,yes,2013,Range Rover Evoque,full
Audi,1999,sedan,400,1.6,Diesel,yes,1986,80,front
Chevrolet,5900,sedan,158,1.8,Petrol,yes,2008,Lacetti,front
Porsche,27300,crossover,136,4.8,Petrol,yes,2009,Cayenne,full
Nissan,18999,hatch,8,,Other,yes,2013,Leaf,front
Volkswagen,8499,sedan,101,1.6,Petrol,yes,2012,Polo,
Toyota,99999,crossover,0,4.5,Petrol,yes,2016,Land Cruiser 200,full
Honda,20850,crossover,114,3.5,Gas,yes,2009,Pilot,full
Volkswagen,11962,sedan,0,1.6,Petrol,yes,2015,Polo,front
Porsche,72000,sedan,98,4.8,Petrol,yes,2012,Panamera,full
VAZ,1100,sedan,32,1.3,Gas,yes,1980,2103,rear
UAZ,5500,crossover,1,2.9,Other,yes,1978,469,full
Land Rover,95000,crossover,19,5.0,Petrol,yes,2014,Range Rover Sport,full
Subaru,8999,crossover,138,2.5,Petrol,yes,2006,Outback,full
Volkswagen,2600,sedan,330,1.9,Petrol,no,1999,Passat B5,front
Honda,16200,crossover,92,2.0,Gas,yes,2008,CR-V,full
ZAZ,4600,sedan,29,1.3,Petrol,yes,2015,Sens,front
Volkswagen,9599,sedan,140,1.8,Petrol,yes,2008,Passat B6,front
